profile_name,baseline,window_index,window_size_reqs,window_req_rate_rps,burst_index,window_prompt_mean_tokens,window_output_mean_tokens,window_output_p95_tokens,window_effective_context_p95_tokens,sim_context_len,sim_num_tokens,sim_traffic_burst_factor,sim_burst_probability,sim_tail_jitter_sigma,sim_multi_tenant_users,tokens_per_sec,request_tokens_per_sec,latency_ms_per_token,latency_p50_ms,latency_p95_ms,latency_p90_ms,latency_p99_ms,latency_p999_ms,latency_max_ms,tail_ratio_p99_p50,tail_p99_p50_gap_ms,stall_cycles_ratio,mem_bottleneck_pct,sram_hit_ratio,lhb_hit_ratio,overlap_efficiency,prefetch_coverage_ratio,hbm_util,hbf_util,bridge_util,tsv_util,base_die_util,bridge_contention_ms_total,bridge_contention_ms_per_step,bridge_contention_ms_per_token,tsv_contention_ms_total,tsv_contention_ms_per_step,tsv_contention_ms_per_token,base_route_contention_ms_total,tail_queue_spike_ms_total,hbf_miss_penalty_ms_total,burst_event_count,burst_event_ratio,throughput_per_watt,power_w,total_hbm_gb_transferred,total_hbf_gb_transferred,shared_kv_reuse_ratio,batch_gain,bottleneck_compute_pct,bottleneck_hbm_pct,bottleneck_hbf_pct,bottleneck_bridge_pct,bottleneck_tsv_pct,bottleneck_router_pct,thermal_peak_c,thermal_avg_c,throttling_ratio,process_factor,model_predicted_token_ms,model_measured_token_ms,model_error_pct,oom_hbm,oom_hbf,runtime_kv_gb,shared_kv_gb
sharegpt_vllm_fig11,AFO_Proposed,0,24,1.546295136748808,0.773147568374404,110.29166666666667,377.75,1152.999999999999,792.6499999999995,568,259,0.829860676280803,0.05,0.1064909053417209,49,580.5589662647242,4.535616923943158,220.47717361690718,220.36963987320598,225.03057582533998,223.88634366866216,227.93366277831672,230.06859981876144,230.35614072808525,1.0343242513327282,7.564022905110733,0.9770602272014824,95.52102088806676,0.618026094563893,0.7308749999997496,0.023437708062748027,0.9343213432472848,0.0010738922249867269,0.2654413587615467,0.2615357507604868,0.32748824443040386,0.2092286006083894,2272.103413399994,8.77260005173743,0.06853593790419867,1953.3262551422695,7.541800212904516,0.05892031416331653,1992.5082489048652,15.37334313580098,34.141851147381296,1079,0.05207528957528958,8.644163990300068,67.1619565427253,392.46783447276584,72756.73910429445,0.5672416586252316,2.3107584635416667,1.784856318408234,0.08355571757002747,20.69967727927537,44.23667737622701,27.660291141079167,5.5349421674401995,105.39320749999871,104.78508085219502,0.6812918284192779,1.025976171937058,177.668729698221,220.47717361690718,19.416270272526496,0,0,2.21875,1.3312500000000003
sharegpt_vllm_fig11,AFO_Proposed,1,24,2.373912171642777,1.1869560858213886,199.79166666666666,271.4583333333333,955.3999999999994,812.05,742,159,1.1402170643660414,0.06682604772392498,0.11172324923984225,75,502.478229495687,3.9256111679350547,254.73740450102247,254.27575388203698,260.17232198448505,259.3462717473912,262.2077870361321,263.30451726214045,263.50111473221995,1.0311946107050967,7.932033154095137,0.9789637710320301,95.7162282524031,0.6177778493246823,0.6998304376679672,0.021530010699640466,0.9327549869473343,0.0009465615402915758,0.22974500488696525,0.22638694520189945,0.2834758270353365,0.18110955616151955,3261.8463778170044,20.514757093188706,0.16027153979053677,2443.586364000976,15.368467698119346,0.12006615389155739,2917.11353966973,32.98353721840864,26.083175911563835,824,0.06477987421383648,7.952270289915317,63.18676443039235,245.36842346191406,44666.01001187918,0.5716384793305457,2.3344767252604166,1.686293099170676,0.07587809033911161,18.468536052041337,46.688945060531225,27.380324214405523,5.700023483512117,118.70250968138221,117.14059985033067,0.9767330879000583,1.0260395459587157,177.67801508600655,254.73740450102247,30.250519968184182,0,0,2.8984375,1.7390625000000002
sharegpt_vllm_fig11,AFO_Proposed,2,24,2.701247672142418,1.350623836071209,155.83333333333334,234.16666666666666,603.3499999999997,476.7,449,221,1.2629678770534067,0.08155614524640882,0.09471128479152377,86,472.65830971337897,3.692643044635773,270.8087372411146,270.59558757300715,276.8637589050478,275.44441063934494,279.0203955975161,281.56195222076235,282.0681707380677,1.0311343141256355,8.424808024508934,0.9807895686104432,95.90372306992077,0.6181958714804362,0.684686733727887,0.019633138071700352,0.932019034196318,0.0008633018445784977,0.21610512053207556,0.21291106586509606,0.26660168247446653,0.17032885269207684,5832.125991177033,26.38971036731689,0.2061696122446632,4195.25146084862,18.983038284382896,0.14830498659674138,5228.927853467959,56.131872112739515,40.054811067921094,1446,0.08178733031674208,7.719575094210788,61.228539646935225,330.67212676991005,62081.36261463026,0.5641822965018075,2.2945373535156253,1.5603473718351535,0.07012096932782012,17.607463298075434,47.81168950013061,27.18727306981738,5.763105790813604,125.0,123.52015579253366,0.9861814414508533,0.9884501174321597,177.66237934680447,270.8087372411146,34.39562506115793,0,0,1.75390625,1.0523437500000001
sharegpt_vllm_fig11,AFO_Proposed,3,24,2.071024750152883,1.0355123750764414,134.08333333333334,256.875,632.65,555.7499999999998,455,227,1.026634281307331,0.053196113756879736,0.09437568747829198,66,529.6997494039227,4.138279292218146,241.6463291591886,241.52019988640484,246.7200536236658,244.9337275654416,248.37408329173985,249.42378079584648,249.66703824921947,1.0283780959462547,6.8538834053350115,0.978390588950506,95.65858618395451,0.618187311299898,0.7114780164361697,0.02202665548702345,0.9334054858944804,0.0009681085862434393,0.2421852860239276,0.23860657552289966,0.2987769293502133,0.1908852604183197,3597.4181053133907,15.84765685160084,0.12380981915313156,2762.798205501607,12.170917204852893,0.09508529066291323,3205.2791360451542,28.104009781573563,34.33773857726553,974,0.05363436123348018,8.206297522794323,64.54795819096198,339.8678665162282,63766.86275087713,0.5643375851900306,2.295355224609375,1.7149991264094222,0.07683362914702932,19.27072942028256,45.786102051553236,27.51446173207973,5.636874040528031,113.55864140943588,112.69316809645505,0.9797363415883903,0.9935544644287272,177.66269953259015,241.6463291591886,26.47821295247078,0,0,1.77734375,1.0664062500000002
sharegpt_vllm_fig11,AFO_Proposed,4,24,2.0494819311002748,1.0247409655501374,86.875,392.875,1066.6499999999999,669.2999999999997,532,256,1.018555724162603,0.05222668689951237,0.11378619937879045,65,532.2659021191225,4.158327360305645,240.48130735106227,240.5564598904768,245.80724197220468,244.96353996021114,247.3519004394753,248.21913613741486,248.22944536652994,1.0282488383479387,6.795440548998499,0.9783193361962739,95.64982964450756,0.6180774556475124,0.712696103395084,0.02217654630831008,0.933449410055346,0.0009808142799259125,0.24336019267742676,0.2397745861497379,0.30023948178751575,0.19181966891979033,3955.610582209825,15.45160383675713,0.12071565497466508,3104.106041391063,12.12541422418384,0.09472979862643625,3528.0554807559824,24.67829528487107,38.43868675929583,1064,0.051953125,8.22954662770579,64.67742710481562,386.4453125,71913.77177674677,0.5663206784709698,2.3058512369791666,1.7172632468030007,0.07768880730246204,19.325776772017793,45.70839795572222,27.53652777683786,5.634345441316664,113.02470074790263,112.27818573699528,0.9796828919461733,0.9935551149516859,177.66680858350676,240.48130735106227,26.120324884901304,0,0,2.078125,1.2468750000000002
sharegpt_vllm_fig11,AFO_Proposed,5,24,2.2088066354227194,1.1044033177113597,197.41666666666666,239.20833333333334,492.09999999999985,679.7999999999996,546,155,1.0783024882835197,0.05939629859402237,0.10059018172234599,70,517.3950344922913,4.042148706971026,247.39317439643384,247.5395443975227,252.5324434423573,250.74404170720464,254.71607473288583,259.71377949636474,260.60715629301575,1.0289914500441932,7.17653033536314,0.9791134000701276,95.7325341941318,0.618057481892777,0.7063727612052586,0.021330961610469046,0.9331303811726073,0.000954828184701562,0.23656129033625145,0.23307770669086034,0.2918538240302393,0.18646216535268828,2775.803613069602,17.908410406900657,0.13990945630391138,2104.0433673959624,13.574473338038468,0.10605057295342553,2473.2920687404344,20.651389817101094,24.288228615975555,721,0.05814516129032258,8.117241395034462,63.74025476300311,234.32823181157127,43541.59452536754,0.5666793028360854,2.3077596028645835,1.6666176342438184,0.07618909512361514,18.926703858293816,46.19955594512389,27.465041785735334,5.665891681479533,115.83947457432168,114.42809671211667,0.9736111954791513,0.9861526702583484,177.66755568367344,247.39317439643384,28.18413195225385,0,0,2.1328125,1.2796875
sharegpt_vllm_fig11,AFO_Proposed,6,24,2.440077541509853,1.2200387707549265,161.45833333333334,375.2083333333333,1368.999999999999,869.3499999999997,694,209,1.165029078066195,0.0698034893679434,0.11355714298131725,78,493.4234028932028,3.854870335103147,259.41209770243455,259.2392195351598,266.6760011809994,264.8985051062801,268.72887919028324,270.0759088716087,270.22524269426526,1.0366058024404612,9.489659655123432,0.9794459697034809,95.76580742749321,0.6178463307697225,0.6959197389679281,0.02105854756730905,0.9325631887274103,0.000924872056702716,0.22560398080489819,0.22230040067633788,0.2783587625858703,0.17784032054107032,4636.294087303463,22.183225298102695,0.1733064476414273,3449.8234924045228,16.50633249954317,0.12895572265268102,4149.131448253921,64.22620621080324,35.25278555552366,1179,0.07051435406698564,7.879650385234125,62.619961390398906,320.92100524892254,58711.67999673274,0.5704345120631764,2.327933756510417,1.653886515628903,0.07442058054335951,18.205875972862735,47.00067465390436,27.345498653598387,5.719643623462254,120.59922649851147,119.03677349910076,0.9833570865640583,1.0185924107849271,177.6754535997209,259.41209770243455,31.508416464243627,0,0,2.7109375,1.6265625000000001
sharegpt_vllm_fig11,AFO_Proposed,7,24,1.5081738371295115,0.7540869185647557,135.875,505.25,1990.0999999999992,1038.8,978,180,0.8155651889235668,0.05,0.12124799829973709,48,582.3261426087656,4.549422989130981,219.80809487029498,219.5833286459707,224.84879740627105,223.64481904951043,228.04740708959767,228.67071799698306,228.71979696170584,1.0385460886116422,8.46407844362696,0.9792605203367508,95.73863244227347,0.6174411488852383,0.731999999999973,0.02126293135317712,0.9342867323325599,0.0011238559822387619,0.2662588362470259,0.26240216467215105,0.32857314532874643,0.20992173173772086,1572.6610588960618,8.737005882755899,0.06825785845903046,1400.1434082269716,7.778574490149842,0.060770113204295644,1376.3690136843263,25.101218860988116,23.577261814923066,729,0.050625,8.784999790407218,66.28641508274556,284.58160400388715,50566.3322726941,0.5774611563768532,2.3666463216145837,1.6147849697641663,0.08750462035054266,20.777742192107823,44.2397588144885,27.73104765210811,5.549161751180857,104.92495999999872,104.05575389999923,0.6566111872458846,0.9372218512092565,177.69060906024438,219.80809487029498,19.161025818864136,0,0,3.8203125,2.2921875000000003
sharegpt_vllm_fig11,AFO_Proposed,8,24,2.4198663731858017,1.2099331865929008,208.95833333333334,354.7916666666667,1497.2499999999982,1149.5499999999993,815,151,1.1574498899446757,0.06889398679336108,0.12823287824475477,77,496.62846929578393,3.879909916373312,257.7379427754171,257.6521690741192,264.1098194277001,262.763337595497,267.3959926190913,267.7580081839347,267.7853095776773,1.037817743122392,9.743823544972145,0.9792590877766294,95.74532739487155,0.6176737004598173,0.6973601835793116,0.021308363916303277,0.9326120975838382,0.0009426322945198964,0.22707179703166436,0.22376206728918538,0.28018902338824087,0.1790096538313483,3257.382626446832,21.57207037382008,0.16853179979546937,2454.427919926407,16.25448953593647,0.12698819949950368,2916.5306720390636,14.069618471480734,25.214899678020025,765,0.06332781456953643,7.905428031719858,62.82119921946091,234.78891754155316,42418.932922646454,0.5734566310259275,2.344427490234375,1.665338746455698,0.07568708513854171,18.28455282675007,46.888487550952455,27.37025390147425,5.715679889228981,120.06748991069757,118.09707425171716,0.9765540460942601,1.0250666251628067,177.68191067973268,257.7379427754171,31.061019279354667,0,0,3.18359375,1.9101562500000002
sharegpt_vllm_fig11,AFO_Proposed,9,24,1.6666509401217433,0.8333254700608717,172.75,289.75,718.2999999999997,668.5999999999998,563,182,0.8749941025456538,0.05,0.10990788923844105,53,566.82173473644,4.428294802628438,225.82055725071464,225.96364197314867,230.61689218498083,229.41304461741467,232.33520976088403,234.66199585184762,235.07770631764564,1.0281973140992855,6.3715677877353585,0.97739260380189,95.55524543846573,0.6180332280475204,0.7263750000001473,0.02311312160340035,0.9341083707695619,0.0010479274148517562,0.25916035192771847,0.2553464367112087,0.3197381468385916,0.20427714936896696,1909.1544273484199,10.489859490925383,0.08195202727285456,1595.2007607684611,8.764839344881654,0.06847530738188792,1684.3545477185826,17.32363676473737,24.837122250292335,738,0.05068681318681319,8.528029132650094,66.46573621170306,275.6424102782897,51126.334974282305,0.5671139786991755,2.310076904296875,1.767839019228045,0.08194586032368925,20.31320778908203,44.63411915391359,27.640029262417308,5.562858915035353,107.26619749999871,106.37776004447038,0.7486135847932057,1.0208321138222494,177.66846287673292,225.82055725071464,21.323166925197793,0,0,2.19921875,1.3195312500000003
